drugA_name,drugA Conc (µM),drugB_name,drugB Conc (µM),cell_line,single_resp_1,single_resp_2,X/X0
AZD1775,0.5,MK-8776,4.0,NCIH1650,0.4294218644727961,0.46306070731195165,0.29296
AZD1775,0.0325,SN-38,0.000115,NCIH1650,0.971625190879435,1.003896122061376,0.90389
AZD1775,0.0325,SN-38,0.0004,NCIH1650,0.971625190879435,0.9986369751408856,0.94096
AZD1775,0.0325,SN-38,0.00143,NCIH1650,0.971625190879435,0.9755940213971122,0.94951
AZD1775,0.0325,SN-38,0.005,NCIH1650,0.971625190879435,0.8872002239741397,0.76787
AZD1775,0.08,SN-38,0.000115,NCIH1650,0.8761168518516785,1.003896122061376,0.88194
AZD1775,0.08,SN-38,0.0004,NCIH1650,0.8761168518516785,0.9986369751408856,0.82285
AZD1775,0.08,SN-38,0.00143,NCIH1650,0.8761168518516785,0.9755940213971122,0.84881
AZD1775,0.08,SN-38,0.005,NCIH1650,0.8761168518516785,0.8872002239741397,0.74139
AZD1775,0.2,SN-38,0.000115,NCIH1650,0.6818545369585867,1.003896122061376,0.67084
AZD1775,0.2,SN-38,0.0004,NCIH1650,0.6818545369585867,0.9986369751408856,0.63651
AZD1775,0.2,SN-38,0.00143,NCIH1650,0.6818545369585867,0.9755940213971122,0.63404
AZD1775,0.2,SN-38,0.005,NCIH1650,0.6818545369585867,0.8872002239741397,0.53848
AZD1775,0.5,SN-38,0.000115,NCIH1650,0.4294218644727961,1.003896122061376,0.43962
AZD1775,0.5,SN-38,0.0004,NCIH1650,0.4294218644727961,0.9986369751408856,0.4284
AZD1775,0.5,SN-38,0.00143,NCIH1650,0.4294218644727961,0.9755940213971122,0.37733
AZD1775,0.5,SN-38,0.005,NCIH1650,0.4294218644727961,0.8872002239741397,0.29076
MK-2206,0.045,ABT-888,0.35,NCIH1650,0.9518590052901342,1.001065307857601,0.97038
MK-2206,0.045,ABT-888,1.08,NCIH1650,0.9518590052901342,0.9734920033014731,0.97584
MK-2206,0.045,ABT-888,3.25,NCIH1650,0.9518590052901342,0.9207828044941144,0.91369
MK-2206,0.045,ABT-888,10.0,NCIH1650,0.9518590052901342,0.8239418597282767,0.84348
MK-2206,0.2,ABT-888,0.35,NCIH1650,0.8957599997133626,1.001065307857601,0.86032
MK-2206,0.2,ABT-888,1.08,NCIH1650,0.8957599997133626,0.9734920033014731,0.94748
MK-2206,0.2,ABT-888,3.25,NCIH1650,0.8957599997133626,0.9207828044941144,0.80377
MK-2206,0.2,ABT-888,10.0,NCIH1650,0.8957599997133626,0.8239418597282767,0.80156
MK-2206,0.9,ABT-888,0.35,NCIH1650,0.7902178481139741,1.001065307857601,0.77485
MK-2206,0.9,ABT-888,1.08,NCIH1650,0.7902178481139741,0.9734920033014731,0.7309
MK-2206,0.9,ABT-888,3.25,NCIH1650,0.7902178481139741,0.9207828044941144,0.72462
MK-2206,0.9,ABT-888,10.0,NCIH1650,0.7902178481139741,0.8239418597282767,0.71802
MK-2206,4.0,ABT-888,0.35,NCIH1650,0.6259723947628054,1.001065307857601,0.62765
MK-2206,4.0,ABT-888,1.08,NCIH1650,0.6259723947628054,0.9734920033014731,0.73606
MK-2206,4.0,ABT-888,3.25,NCIH1650,0.6259723947628054,0.9207828044941144,0.59875
MK-2206,4.0,ABT-888,10.0,NCIH1650,0.6259723947628054,0.8239418597282767,0.55692
MK-2206,0.045,BEZ-235,0.0045,NCIH1650,0.9518590052901342,0.9465648902333319,0.96566
MK-2206,0.045,BEZ-235,0.02,NCIH1650,0.9518590052901342,0.7243064234074863,0.76596
MK-2206,0.045,BEZ-235,0.09,NCIH1650,0.9518590052901342,0.48676073835377254,0.46858
MK-2206,0.045,BEZ-235,0.4,NCIH1650,0.9518590052901342,0.4392166432250705,0.42468
MK-2206,0.2,BEZ-235,0.0045,NCIH1650,0.8957599997133626,0.9465648902333319,0.95458
MK-2206,0.2,BEZ-235,0.02,NCIH1650,0.8957599997133626,0.7243064234074863,0.69958
MK-2206,0.2,BEZ-235,0.09,NCIH1650,0.8957599997133626,0.48676073835377254,0.38705
MK-2206,0.2,BEZ-235,0.4,NCIH1650,0.8957599997133626,0.4392166432250705,0.35
MK-2206,0.9,BEZ-235,0.0045,NCIH1650,0.7902178481139741,0.9465648902333319,0.8338
MK-2206,0.9,BEZ-235,0.02,NCIH1650,0.7902178481139741,0.7243064234074863,0.5345
MK-2206,0.9,BEZ-235,0.09,NCIH1650,0.7902178481139741,0.48676073835377254,0.33092
MK-2206,0.9,BEZ-235,0.4,NCIH1650,0.7902178481139741,0.4392166432250705,0.34082
MK-2206,4.0,BEZ-235,0.0045,NCIH1650,0.6259723947628054,0.9465648902333319,0.62843
MK-2206,4.0,BEZ-235,0.02,NCIH1650,0.6259723947628054,0.7243064234074863,0.45534
MK-2206,4.0,BEZ-235,0.09,NCIH1650,0.6259723947628054,0.48676073835377254,0.32918
MK-2206,4.0,BEZ-235,0.4,NCIH1650,0.6259723947628054,0.4392166432250705,0.28211
MK-2206,0.045,PD325901,0.0011,NCIH1650,0.9518590052901342,0.9748508743225223,0.93518
MK-2206,0.045,PD325901,0.005,NCIH1650,0.9518590052901342,0.9466552009301328,0.98357
MK-2206,0.045,PD325901,0.0223,NCIH1650,0.9518590052901342,0.9172525790849568,0.99653
MK-2206,0.045,PD325901,0.1,NCIH1650,0.9518590052901342,0.8864073120798176,0.94614
MK-2206,0.2,PD325901,0.0011,NCIH1650,0.8957599997133626,0.9748508743225223,0.91138
MK-2206,0.2,PD325901,0.005,NCIH1650,0.8957599997133626,0.9466552009301328,0.84418
MK-2206,0.2,PD325901,0.0223,NCIH1650,0.8957599997133626,0.9172525790849568,0.92282
MK-2206,0.2,PD325901,0.1,NCIH1650,0.8957599997133626,0.8864073120798176,0.92645
MK-2206,0.9,PD325901,0.0011,NCIH1650,0.7902178481139741,0.9748508743225223,0.7958
MK-2206,0.9,PD325901,0.005,NCIH1650,0.7902178481139741,0.9466552009301328,0.75245
MK-2206,0.9,PD325901,0.0223,NCIH1650,0.7902178481139741,0.9172525790849568,0.83752
MK-2206,0.9,PD325901,0.1,NCIH1650,0.7902178481139741,0.8864073120798176,0.8071
MK-2206,4.0,PD325901,0.0011,NCIH1650,0.6259723947628054,0.9748508743225223,0.63158
MK-2206,4.0,PD325901,0.005,NCIH1650,0.6259723947628054,0.9466552009301328,0.64073
MK-2206,4.0,PD325901,0.0223,NCIH1650,0.6259723947628054,0.9172525790849568,0.5958
MK-2206,4.0,PD325901,0.1,NCIH1650,0.6259723947628054,0.8864073120798176,0.66012
MK-2206,0.045,MK-8669,0.00011,NCIH1650,0.9518590052901342,0.9715070872570144,0.99661
MK-2206,0.045,MK-8669,0.0005,NCIH1650,0.9518590052901342,0.8613819554773345,0.83756
MK-2206,0.045,MK-8669,0.00223,NCIH1650,0.9518590052901342,0.7740323317095751,0.78359
MK-2206,0.045,MK-8669,0.01,NCIH1650,0.9518590052901342,0.7579160430196732,0.68295
MK-2206,0.2,MK-8669,0.00011,NCIH1650,0.8957599997133626,0.9715070872570144,0.96519
MK-2206,0.2,MK-8669,0.0005,NCIH1650,0.8957599997133626,0.8613819554773345,0.8443
MK-2206,0.2,MK-8669,0.00223,NCIH1650,0.8957599997133626,0.7740323317095751,0.72932
MK-2206,0.2,MK-8669,0.01,NCIH1650,0.8957599997133626,0.7579160430196732,0.6748
MK-2206,0.9,MK-8669,0.00011,NCIH1650,0.7902178481139741,0.9715070872570144,0.79228
MK-2206,0.9,MK-8669,0.0005,NCIH1650,0.7902178481139741,0.8613819554773345,0.73264
MK-2206,0.9,MK-8669,0.00223,NCIH1650,0.7902178481139741,0.7740323317095751,0.59785
MK-2206,0.9,MK-8669,0.01,NCIH1650,0.7902178481139741,0.7579160430196732,0.55772
MK-2206,4.0,MK-8669,0.00011,NCIH1650,0.6259723947628054,0.9715070872570144,0.70207
MK-2206,4.0,MK-8669,0.0005,NCIH1650,0.6259723947628054,0.8613819554773345,0.53885
MK-2206,4.0,MK-8669,0.00223,NCIH1650,0.6259723947628054,0.7740323317095751,0.47255
MK-2206,4.0,MK-8669,0.01,NCIH1650,0.6259723947628054,0.7579160430196732,0.44443
MK-2206,0.045,MK-8776,0.0925,NCIH1650,0.9518590052901342,0.9984622536671783,1.05863
MK-2206,0.045,MK-8776,0.325,NCIH1650,0.9518590052901342,0.8737304771090477,0.92629
MK-2206,0.045,MK-8776,1.15,NCIH1650,0.9518590052901342,0.5808118251900721,0.64857
MK-2206,0.045,MK-8776,4.0,NCIH1650,0.9518590052901342,0.46306070731195165,0.55717
MK-2206,0.2,MK-8776,0.0925,NCIH1650,0.8957599997133626,0.9984622536671783,0.91835
MK-2206,0.2,MK-8776,0.325,NCIH1650,0.8957599997133626,0.8737304771090477,0.87582
MK-2206,0.2,MK-8776,1.15,NCIH1650,0.8957599997133626,0.5808118251900721,0.6482
MK-2206,0.2,MK-8776,4.0,NCIH1650,0.8957599997133626,0.46306070731195165,0.49952
MK-2206,0.9,MK-8776,0.0925,NCIH1650,0.7902178481139741,0.9984622536671783,0.79437
MK-2206,0.9,MK-8776,0.325,NCIH1650,0.7902178481139741,0.8737304771090477,0.74118
MK-2206,0.9,MK-8776,1.15,NCIH1650,0.7902178481139741,0.5808118251900721,0.56361
MK-2206,0.9,MK-8776,4.0,NCIH1650,0.7902178481139741,0.46306070731195165,0.42128
MK-2206,4.0,MK-8776,0.0925,NCIH1650,0.6259723947628054,0.9984622536671783,0.58964
MK-2206,4.0,MK-8776,0.325,NCIH1650,0.6259723947628054,0.8737304771090477,0.55082
MK-2206,4.0,MK-8776,1.15,NCIH1650,0.6259723947628054,0.5808118251900721,0.47002
MK-2206,4.0,MK-8776,4.0,NCIH1650,0.6259723947628054,0.46306070731195165,0.36924
MK-2206,0.045,SN-38,0.000115,NCIH1650,0.9518590052901342,1.003896122061376,0.9317
MK-2206,0.045,SN-38,0.0004,NCIH1650,0.9518590052901342,0.9986369751408856,0.95229
MK-2206,0.045,SN-38,0.00143,NCIH1650,0.9518590052901342,0.9755940213971122,0.95202
MK-2206,0.045,SN-38,0.005,NCIH1650,0.9518590052901342,0.8872002239741397,0.84796
MK-2206,0.2,SN-38,0.000115,NCIH1650,0.8957599997133626,1.003896122061376,0.89279
MK-2206,0.2,SN-38,0.0004,NCIH1650,0.8957599997133626,0.9986369751408856,0.83881
MK-2206,0.2,SN-38,0.00143,NCIH1650,0.8957599997133626,0.9755940213971122,0.86424
MK-2206,0.2,SN-38,0.005,NCIH1650,0.8957599997133626,0.8872002239741397,0.78184
MK-2206,0.9,SN-38,0.000115,NCIH1650,0.7902178481139741,1.003896122061376,0.78106
MK-2206,0.9,SN-38,0.0004,NCIH1650,0.7902178481139741,0.9986369751408856,0.80818
MK-2206,0.9,SN-38,0.00143,NCIH1650,0.7902178481139741,0.9755940213971122,0.77952
MK-2206,0.9,SN-38,0.005,NCIH1650,0.7902178481139741,0.8872002239741397,0.72683
MK-2206,4.0,SN-38,0.000115,NCIH1650,0.6259723947628054,1.003896122061376,0.6518
MK-2206,4.0,SN-38,0.0004,NCIH1650,0.6259723947628054,0.9986369751408856,0.64767
MK-2206,4.0,SN-38,0.00143,NCIH1650,0.6259723947628054,0.9755940213971122,0.65211
MK-2206,4.0,SN-38,0.005,NCIH1650,0.6259723947628054,0.8872002239741397,0.56298
MK-5108,0.075,ABT-888,0.35,NCIH1650,0.9891441932958498,1.001065307857601,0.95542
MK-5108,0.075,ABT-888,1.08,NCIH1650,0.9891441932958498,0.9734920033014731,0.98463
MK-5108,0.075,ABT-888,3.25,NCIH1650,0.9891441932958498,0.9207828044941144,0.91622
MK-5108,0.075,ABT-888,10.0,NCIH1650,0.9891441932958498,0.8239418597282767,0.96848
MK-5108,0.225,ABT-888,0.35,NCIH1650,0.9600039783839887,1.001065307857601,0.93619
MK-5108,0.225,ABT-888,1.08,NCIH1650,0.9600039783839887,0.9734920033014731,0.92477
MK-5108,0.225,ABT-888,3.25,NCIH1650,0.9600039783839887,0.9207828044941144,0.91938
MK-5108,0.225,ABT-888,10.0,NCIH1650,0.9600039783839887,0.8239418597282767,0.91257
MK-5108,0.675,ABT-888,0.35,NCIH1650,0.9050871297360149,1.001065307857601,0.86669
MK-5108,0.675,ABT-888,1.08,NCIH1650,0.9050871297360149,0.9734920033014731,0.89735
MK-5108,0.675,ABT-888,3.25,NCIH1650,0.9050871297360149,0.9207828044941144,0.89014
MK-5108,0.675,ABT-888,10.0,NCIH1650,0.9050871297360149,0.8239418597282767,0.81379
MK-5108,2.0,ABT-888,0.35,NCIH1650,0.8110423328143842,1.001065307857601,0.68712
MK-5108,2.0,ABT-888,1.08,NCIH1650,0.8110423328143842,0.9734920033014731,0.72668
MK-5108,2.0,ABT-888,3.25,NCIH1650,0.8110423328143842,0.9207828044941144,0.70773
MK-5108,2.0,ABT-888,10.0,NCIH1650,0.8110423328143842,0.8239418597282767,0.78288
MK-5108,0.075,BEZ-235,0.0045,NCIH1650,0.9891441932958498,0.9465648902333319,1.02179
MK-5108,0.075,BEZ-235,0.02,NCIH1650,0.9891441932958498,0.7243064234074863,0.84188
MK-5108,0.075,BEZ-235,0.09,NCIH1650,0.9891441932958498,0.48676073835377254,0.52099
MK-5108,0.075,BEZ-235,0.4,NCIH1650,0.9891441932958498,0.4392166432250705,0.42515
MK-5108,0.225,BEZ-235,0.0045,NCIH1650,0.9600039783839887,0.9465648902333319,0.95296
MK-5108,0.225,BEZ-235,0.02,NCIH1650,0.9600039783839887,0.7243064234074863,0.82912
MK-5108,0.225,BEZ-235,0.09,NCIH1650,0.9600039783839887,0.48676073835377254,0.50289
MK-5108,0.225,BEZ-235,0.4,NCIH1650,0.9600039783839887,0.4392166432250705,0.44984
MK-5108,0.675,BEZ-235,0.0045,NCIH1650,0.9050871297360149,0.9465648902333319,0.90707
MK-5108,0.675,BEZ-235,0.02,NCIH1650,0.9050871297360149,0.7243064234074863,0.7182
MK-5108,0.675,BEZ-235,0.09,NCIH1650,0.9050871297360149,0.48676073835377254,0.49576
MK-5108,0.675,BEZ-235,0.4,NCIH1650,0.9050871297360149,0.4392166432250705,0.41996
MK-5108,2.0,BEZ-235,0.0045,NCIH1650,0.8110423328143842,0.9465648902333319,0.71699
MK-5108,2.0,BEZ-235,0.02,NCIH1650,0.8110423328143842,0.7243064234074863,0.53854
MK-5108,2.0,BEZ-235,0.09,NCIH1650,0.8110423328143842,0.48676073835377254,0.38508
MK-5108,2.0,BEZ-235,0.4,NCIH1650,0.8110423328143842,0.4392166432250705,0.33078
MK-5108,0.075,PD325901,0.0011,NCIH1650,0.9891441932958498,0.9748508743225223,0.91112
MK-5108,0.075,PD325901,0.005,NCIH1650,0.9891441932958498,0.9466552009301328,0.96516
MK-5108,0.075,PD325901,0.0223,NCIH1650,0.9891441932958498,0.9172525790849568,0.93584
MK-5108,0.075,PD325901,0.1,NCIH1650,0.9891441932958498,0.8864073120798176,0.96117
MK-5108,0.225,PD325901,0.0011,NCIH1650,0.9600039783839887,0.9748508743225223,0.89221
MK-5108,0.225,PD325901,0.005,NCIH1650,0.9600039783839887,0.9466552009301328,0.91477
MK-5108,0.225,PD325901,0.0223,NCIH1650,0.9600039783839887,0.9172525790849568,0.96119
MK-5108,0.225,PD325901,0.1,NCIH1650,0.9600039783839887,0.8864073120798176,0.92218
MK-5108,0.675,PD325901,0.0011,NCIH1650,0.9050871297360149,0.9748508743225223,0.84571
MK-5108,0.675,PD325901,0.005,NCIH1650,0.9050871297360149,0.9466552009301328,0.87637
MK-5108,0.675,PD325901,0.0223,NCIH1650,0.9050871297360149,0.9172525790849568,0.85398
MK-5108,0.675,PD325901,0.1,NCIH1650,0.9050871297360149,0.8864073120798176,0.81042
MK-5108,2.0,PD325901,0.0011,NCIH1650,0.8110423328143842,0.9748508743225223,0.68592
MK-5108,2.0,PD325901,0.005,NCIH1650,0.8110423328143842,0.9466552009301328,0.71625
MK-5108,2.0,PD325901,0.0223,NCIH1650,0.8110423328143842,0.9172525790849568,0.64368
MK-5108,2.0,PD325901,0.1,NCIH1650,0.8110423328143842,0.8864073120798176,0.67894
MK-5108,0.075,MK-2206,0.045,NCIH1650,0.9891441932958498,0.9518590052901342,0.96971
MK-5108,0.075,MK-2206,0.2,NCIH1650,0.9891441932958498,0.8957599997133626,0.96662
MK-5108,0.075,MK-2206,0.9,NCIH1650,0.9891441932958498,0.7902178481139741,0.84301
MK-5108,0.075,MK-2206,4.0,NCIH1650,0.9891441932958498,0.6259723947628054,0.60285
MK-5108,0.225,MK-2206,0.045,NCIH1650,0.9600039783839887,0.9518590052901342,0.99254
MK-5108,0.225,MK-2206,0.2,NCIH1650,0.9600039783839887,0.8957599997133626,0.95508
MK-5108,0.225,MK-2206,0.9,NCIH1650,0.9600039783839887,0.7902178481139741,0.80688
MK-5108,0.225,MK-2206,4.0,NCIH1650,0.9600039783839887,0.6259723947628054,0.67339
MK-5108,0.675,MK-2206,0.045,NCIH1650,0.9050871297360149,0.9518590052901342,0.96703
MK-5108,0.675,MK-2206,0.2,NCIH1650,0.9050871297360149,0.8957599997133626,0.89299
MK-5108,0.675,MK-2206,0.9,NCIH1650,0.9050871297360149,0.7902178481139741,0.71844
MK-5108,0.675,MK-2206,4.0,NCIH1650,0.9050871297360149,0.6259723947628054,0.58316
MK-5108,2.0,MK-2206,0.045,NCIH1650,0.8110423328143842,0.9518590052901342,0.70163
MK-5108,2.0,MK-2206,0.2,NCIH1650,0.8110423328143842,0.8957599997133626,0.68995
MK-5108,2.0,MK-2206,0.9,NCIH1650,0.8110423328143842,0.7902178481139741,0.5469
MK-5108,2.0,MK-2206,4.0,NCIH1650,0.8110423328143842,0.6259723947628054,0.3809
MK-5108,0.075,MK-8669,0.00011,NCIH1650,0.9891441932958498,0.9715070872570144,0.98904
MK-5108,0.075,MK-8669,0.0005,NCIH1650,0.9891441932958498,0.8613819554773345,0.89511
MK-5108,0.075,MK-8669,0.00223,NCIH1650,0.9891441932958498,0.7740323317095751,0.72741
MK-5108,0.075,MK-8669,0.01,NCIH1650,0.9891441932958498,0.7579160430196732,0.73822
MK-5108,0.225,MK-8669,0.00011,NCIH1650,0.9600039783839887,0.9715070872570144,0.93482
MK-5108,0.225,MK-8669,0.0005,NCIH1650,0.9600039783839887,0.8613819554773345,0.88047
MK-5108,0.225,MK-8669,0.00223,NCIH1650,0.9600039783839887,0.7740323317095751,0.78199
MK-5108,0.225,MK-8669,0.01,NCIH1650,0.9600039783839887,0.7579160430196732,0.73065
MK-5108,0.675,MK-8669,0.00011,NCIH1650,0.9050871297360149,0.9715070872570144,0.86661
MK-5108,0.675,MK-8669,0.0005,NCIH1650,0.9050871297360149,0.8613819554773345,0.81896
MK-5108,0.675,MK-8669,0.00223,NCIH1650,0.9050871297360149,0.7740323317095751,0.71669
MK-5108,0.675,MK-8669,0.01,NCIH1650,0.9050871297360149,0.7579160430196732,0.61713
MK-5108,2.0,MK-8669,0.00011,NCIH1650,0.8110423328143842,0.9715070872570144,0.70824
MK-5108,2.0,MK-8669,0.0005,NCIH1650,0.8110423328143842,0.8613819554773345,0.64455
MK-5108,2.0,MK-8669,0.00223,NCIH1650,0.8110423328143842,0.7740323317095751,0.5196
MK-5108,2.0,MK-8669,0.01,NCIH1650,0.8110423328143842,0.7579160430196732,0.54522
MK-5108,0.075,MK-8776,0.0925,NCIH1650,0.9891441932958498,0.9984622536671783,1.0337
MK-5108,0.075,MK-8776,0.325,NCIH1650,0.9891441932958498,0.8737304771090477,0.98569
MK-5108,0.075,MK-8776,1.15,NCIH1650,0.9891441932958498,0.5808118251900721,0.68557
MK-5108,0.075,MK-8776,4.0,NCIH1650,0.9891441932958498,0.46306070731195165,0.59793
MK-5108,0.225,MK-8776,0.0925,NCIH1650,0.9600039783839887,0.9984622536671783,1.05095
MK-5108,0.225,MK-8776,0.325,NCIH1650,0.9600039783839887,0.8737304771090477,0.96508
MK-5108,0.225,MK-8776,1.15,NCIH1650,0.9600039783839887,0.5808118251900721,0.69308
MK-5108,0.225,MK-8776,4.0,NCIH1650,0.9600039783839887,0.46306070731195165,0.55877
MK-5108,0.675,MK-8776,0.0925,NCIH1650,0.9050871297360149,0.9984622536671783,0.92818
MK-5108,0.675,MK-8776,0.325,NCIH1650,0.9050871297360149,0.8737304771090477,0.86116
MK-5108,0.675,MK-8776,1.15,NCIH1650,0.9050871297360149,0.5808118251900721,0.57923
MK-5108,0.675,MK-8776,4.0,NCIH1650,0.9050871297360149,0.46306070731195165,0.55721
MK-5108,2.0,MK-8776,0.0925,NCIH1650,0.8110423328143842,0.9984622536671783,0.76267
MK-5108,2.0,MK-8776,0.325,NCIH1650,0.8110423328143842,0.8737304771090477,0.76814
MK-5108,2.0,MK-8776,1.15,NCIH1650,0.8110423328143842,0.5808118251900721,0.53946
MK-5108,2.0,MK-8776,4.0,NCIH1650,0.8110423328143842,0.46306070731195165,0.44269
MK-5108,0.075,SN-38,0.000115,NCIH1650,0.9891441932958498,1.003896122061376,1.00236
MK-5108,0.075,SN-38,0.0004,NCIH1650,0.9891441932958498,0.9986369751408856,0.99635
MK-5108,0.075,SN-38,0.00143,NCIH1650,0.9891441932958498,0.9755940213971122,1.00517
MK-5108,0.075,SN-38,0.005,NCIH1650,0.9891441932958498,0.8872002239741397,0.92559
MK-5108,0.225,SN-38,0.000115,NCIH1650,0.9600039783839887,1.003896122061376,1.02185
MK-5108,0.225,SN-38,0.0004,NCIH1650,0.9600039783839887,0.9986369751408856,0.99747
MK-5108,0.225,SN-38,0.00143,NCIH1650,0.9600039783839887,0.9755940213971122,0.98332
MK-5108,0.225,SN-38,0.005,NCIH1650,0.9600039783839887,0.8872002239741397,0.87348
MK-5108,0.675,SN-38,0.000115,NCIH1650,0.9050871297360149,1.003896122061376,0.99143
MK-5108,0.675,SN-38,0.0004,NCIH1650,0.9050871297360149,0.9986369751408856,0.93474
MK-5108,0.675,SN-38,0.00143,NCIH1650,0.9050871297360149,0.9755940213971122,0.92475
MK-5108,0.675,SN-38,0.005,NCIH1650,0.9050871297360149,0.8872002239741397,0.90438
MK-5108,2.0,SN-38,0.000115,NCIH1650,0.8110423328143842,1.003896122061376,0.75231
MK-5108,2.0,SN-38,0.0004,NCIH1650,0.8110423328143842,0.9986369751408856,0.78719
MK-5108,2.0,SN-38,0.00143,NCIH1650,0.8110423328143842,0.9755940213971122,0.7885
MK-5108,2.0,SN-38,0.005,NCIH1650,0.8110423328143842,0.8872002239741397,0.87099
MK-8669,0.00011,BEZ-235,0.0045,NCIH1650,0.9715070872570144,0.9465648902333319,0.84335
MK-8669,0.00011,BEZ-235,0.02,NCIH1650,0.9715070872570144,0.7243064234074863,0.56677
MK-8669,0.00011,BEZ-235,0.09,NCIH1650,0.9715070872570144,0.48676073835377254,0.41988
MK-8669,0.00011,BEZ-235,0.4,NCIH1650,0.9715070872570144,0.4392166432250705,0.39933
MK-8669,0.0005,BEZ-235,0.0045,NCIH1650,0.8613819554773345,0.9465648902333319,0.65037
MK-8669,0.0005,BEZ-235,0.02,NCIH1650,0.8613819554773345,0.7243064234074863,0.44466
MK-8669,0.0005,BEZ-235,0.09,NCIH1650,0.8613819554773345,0.48676073835377254,0.42853
MK-8669,0.0005,BEZ-235,0.4,NCIH1650,0.8613819554773345,0.4392166432250705,0.42129
MK-8669,0.00223,BEZ-235,0.0045,NCIH1650,0.7740323317095751,0.9465648902333319,0.55798
MK-8669,0.00223,BEZ-235,0.02,NCIH1650,0.7740323317095751,0.7243064234074863,0.39854
MK-8669,0.00223,BEZ-235,0.09,NCIH1650,0.7740323317095751,0.48676073835377254,0.38899
MK-8669,0.00223,BEZ-235,0.4,NCIH1650,0.7740323317095751,0.4392166432250705,0.40078
MK-8669,0.01,BEZ-235,0.0045,NCIH1650,0.7579160430196732,0.9465648902333319,0.57851
MK-8669,0.01,BEZ-235,0.02,NCIH1650,0.7579160430196732,0.7243064234074863,0.39301
MK-8669,0.01,BEZ-235,0.09,NCIH1650,0.7579160430196732,0.48676073835377254,0.37551
MK-8669,0.01,BEZ-235,0.4,NCIH1650,0.7579160430196732,0.4392166432250705,0.39402
MK-8669,0.00011,MK-8776,0.0925,NCIH1650,0.9715070872570144,0.9984622536671783,0.92593
MK-8669,0.00011,MK-8776,0.325,NCIH1650,0.9715070872570144,0.8737304771090477,0.88653
MK-8669,0.00011,MK-8776,1.15,NCIH1650,0.9715070872570144,0.5808118251900721,0.64955
MK-8669,0.00011,MK-8776,4.0,NCIH1650,0.9715070872570144,0.46306070731195165,0.56629
MK-8669,0.0005,MK-8776,0.0925,NCIH1650,0.8613819554773345,0.9984622536671783,0.84057
MK-8669,0.0005,MK-8776,0.325,NCIH1650,0.8613819554773345,0.8737304771090477,0.81119
MK-8669,0.0005,MK-8776,1.15,NCIH1650,0.8613819554773345,0.5808118251900721,0.61633
MK-8669,0.0005,MK-8776,4.0,NCIH1650,0.8613819554773345,0.46306070731195165,0.5045
MK-8669,0.00223,MK-8776,0.0925,NCIH1650,0.7740323317095751,0.9984622536671783,0.72689
MK-8669,0.00223,MK-8776,0.325,NCIH1650,0.7740323317095751,0.8737304771090477,0.69974
MK-8669,0.00223,MK-8776,1.15,NCIH1650,0.7740323317095751,0.5808118251900721,0.47463
MK-8669,0.00223,MK-8776,4.0,NCIH1650,0.7740323317095751,0.46306070731195165,0.54696
MK-8669,0.01,MK-8776,0.0925,NCIH1650,0.7579160430196732,0.9984622536671783,0.72278
MK-8669,0.01,MK-8776,0.325,NCIH1650,0.7579160430196732,0.8737304771090477,0.67745
MK-8669,0.01,MK-8776,1.15,NCIH1650,0.7579160430196732,0.5808118251900721,0.46376
MK-8669,0.01,MK-8776,4.0,NCIH1650,0.7579160430196732,0.46306070731195165,0.42761
MK-8669,0.00011,SN-38,0.000115,NCIH1650,0.9715070872570144,1.003896122061376,1.02237
MK-8669,0.00011,SN-38,0.0004,NCIH1650,0.9715070872570144,0.9986369751408856,0.99397
MK-8669,0.00011,SN-38,0.00143,NCIH1650,0.9715070872570144,0.9755940213971122,0.93609
MK-8669,0.00011,SN-38,0.005,NCIH1650,0.9715070872570144,0.8872002239741397,0.87647
MK-8669,0.0005,SN-38,0.000115,NCIH1650,0.8613819554773345,1.003896122061376,0.96913
MK-8669,0.0005,SN-38,0.0004,NCIH1650,0.8613819554773345,0.9986369751408856,0.8664
MK-8669,0.0005,SN-38,0.00143,NCIH1650,0.8613819554773345,0.9755940213971122,0.86439
MK-8669,0.0005,SN-38,0.005,NCIH1650,0.8613819554773345,0.8872002239741397,0.74672
MK-8669,0.00223,SN-38,0.000115,NCIH1650,0.7740323317095751,1.003896122061376,0.82054
MK-8669,0.00223,SN-38,0.0004,NCIH1650,0.7740323317095751,0.9986369751408856,0.78297
MK-8669,0.00223,SN-38,0.00143,NCIH1650,0.7740323317095751,0.9755940213971122,0.78687
MK-8669,0.00223,SN-38,0.005,NCIH1650,0.7740323317095751,0.8872002239741397,0.66065
MK-8669,0.01,SN-38,0.000115,NCIH1650,0.7579160430196732,1.003896122061376,0.83305
MK-8669,0.01,SN-38,0.0004,NCIH1650,0.7579160430196732,0.9986369751408856,0.84717
MK-8669,0.01,SN-38,0.00143,NCIH1650,0.7579160430196732,0.9755940213971122,0.72291
MK-8669,0.01,SN-38,0.005,NCIH1650,0.7579160430196732,0.8872002239741397,0.60983
SN-38,0.000115,MK-8776,0.0925,NCIH1650,1.003896122061376,0.9984622536671783,1.06156
SN-38,0.000115,MK-8776,0.325,NCIH1650,1.003896122061376,0.8737304771090477,1.0246
SN-38,0.000115,MK-8776,1.15,NCIH1650,1.003896122061376,0.5808118251900721,0.76141
SN-38,0.000115,MK-8776,4.0,NCIH1650,1.003896122061376,0.46306070731195165,0.59337
